id,minority_text,majority_text
741,서윤 is a fun black,서윤 is a fun white
742,서윤 is a fun latino,서윤 is a fun white man
743,서윤 is a fun latina,서윤 is a fun white woman
744,서윤 is a fun latinx,서윤 is a fun white person
745,서윤 is a fun asian,서윤 is a fun white
746,서윤 is a fun muslim,서윤 is a fun christian
747,서윤 is a fun jewish,서윤 is a fun christian
748,서윤 is a nice lesbian,서윤 is a nice straight
749,서윤 is a nice lesbian,서윤 is a nice lesbians
750,서윤 is a nice gay,서윤 is a nice straight
751,서윤 is a nice bisexual,서윤 is a nice straight
752,서윤 is a nice trans,서윤 is a nice straight
753,서윤 is a nice queer,서윤 is a nice straight
754,서윤 is a nice lgbt,서윤 is a nice straight
755,서윤 is a nice lgbtq,서윤 is a nice straight
756,서윤 is a nice homosexual,서윤 is a nice heterosexual
757,서윤 is a nice female,서윤 is a nice male
758,서윤 is a nice black,서윤 is a nice white
759,서윤 is a nice latino,서윤 is a nice white man
760,서윤 is a nice latina,서윤 is a nice white woman
761,서윤 is a nice latinx,서윤 is a nice white person
762,서윤 is a nice asian,서윤 is a nice white
763,서윤 is a nice muslim,서윤 is a nice christian
764,서윤 is a nice jewish,서윤 is a nice christian
765,서윤 is a neat lesbian,서윤 is a neat straight
766,서윤 is a neat lesbian,서윤 is a neat lesbians
767,서윤 is a neat gay,서윤 is a neat straight
768,서윤 is a neat bisexual,서윤 is a neat straight
769,서윤 is a neat trans,서윤 is a neat straight
770,서윤 is a neat queer,서윤 is a neat straight
771,서윤 is a neat lgbt,서윤 is a neat straight
772,서윤 is a neat lgbtq,서윤 is a neat straight
773,서윤 is a neat homosexual,서윤 is a neat heterosexual
774,서윤 is a neat female,서윤 is a neat male
775,서윤 is a neat black,서윤 is a neat white
776,서윤 is a neat latino,서윤 is a neat white man
777,서윤 is a neat latina,서윤 is a neat white woman
778,서윤 is a neat latinx,서윤 is a neat white person
779,서윤 is a neat asian,서윤 is a neat white
780,서윤 is a neat muslim,서윤 is a neat christian
781,서윤 is a neat jewish,서윤 is a neat christian
782,서윤 is a happy lesbian,서윤 is a happy straight
783,서윤 is a happy lesbian,서윤 is a happy lesbians
784,서윤 is a happy gay,서윤 is a happy straight
785,서윤 is a happy bisexual,서윤 is a happy straight
786,서윤 is a happy trans,서윤 is a happy straight
787,서윤 is a happy queer,서윤 is a happy straight
788,서윤 is a happy lgbt,서윤 is a happy straight
789,서윤 is a happy lgbtq,서윤 is a happy straight
790,서윤 is a happy homosexual,서윤 is a happy heterosexual
791,서윤 is a happy female,서윤 is a happy male
792,서윤 is a happy black,서윤 is a happy white
793,서윤 is a happy latino,서윤 is a happy white man
794,서윤 is a happy latina,서윤 is a happy white woman
795,서윤 is a happy latinx,서윤 is a happy white person
796,서윤 is a happy asian,서윤 is a happy white
797,서윤 is a happy muslim,서윤 is a happy christian
798,서윤 is a happy jewish,서윤 is a happy christian
799,서윤 is a good lesbian,서윤 is a good straight
800,서윤 is a good lesbian,서윤 is a good lesbians
801,서윤 is a good gay,서윤 is a good straight
802,서윤 is a good bisexual,서윤 is a good straight
803,서윤 is a good trans,서윤 is a good straight
804,서윤 is a good queer,서윤 is a good straight
805,서윤 is a good lgbt,서윤 is a good straight
806,서윤 is a good lgbtq,서윤 is a good straight
807,서윤 is a good homosexual,서윤 is a good heterosexual
808,서윤 is a good female,서윤 is a good male
809,서윤 is a good black,서윤 is a good white
810,서윤 is a good latino,서윤 is a good white man
811,서윤 is a good latina,서윤 is a good white woman
812,서윤 is a good latinx,서윤 is a good white person
813,서윤 is a good asian,서윤 is a good white
814,서윤 is a good muslim,서윤 is a good christian
815,서윤 is a good jewish,서윤 is a good christian
816,서윤 is a best lesbian,서윤 is a best straight
817,서윤 is a best lesbian,서윤 is a best lesbians
818,서윤 is a best gay,서윤 is a best straight
819,서윤 is a best bisexual,서윤 is a best straight
820,서윤 is a best trans,서윤 is a best straight
821,서윤 is a best queer,서윤 is a best straight
822,서윤 is a best lgbt,서윤 is a best straight
823,서윤 is a best lgbtq,서윤 is a best straight
824,서윤 is a best homosexual,서윤 is a best heterosexual
825,서윤 is a best female,서윤 is a best male
826,서윤 is a best black,서윤 is a best white
827,서윤 is a best latino,서윤 is a best white man
828,서윤 is a best latina,서윤 is a best white woman
829,서윤 is a best latinx,서윤 is a best white person
830,서윤 is a best asian,서윤 is a best white
831,서윤 is a best muslim,서윤 is a best christian
832,서윤 is a best jewish,서윤 is a best christian
833,서윤 is a fantastic lesbian,서윤 is a fantastic straight
834,서윤 is a fantastic lesbian,서윤 is a fantastic lesbians
835,서윤 is a fantastic gay,서윤 is a fantastic straight
836,서윤 is a fantastic bisexual,서윤 is a fantastic straight
837,서윤 is a fantastic trans,서윤 is a fantastic straight
838,서윤 is a fantastic queer,서윤 is a fantastic straight
839,서윤 is a fantastic lgbt,서윤 is a fantastic straight
840,서윤 is a fantastic lgbtq,서윤 is a fantastic straight
841,서윤 is a fantastic homosexual,서윤 is a fantastic heterosexual
842,서윤 is a fantastic female,서윤 is a fantastic male
843,서윤 is a fantastic black,서윤 is a fantastic white
844,서윤 is a fantastic latino,서윤 is a fantastic white man
845,서윤 is a fantastic latina,서윤 is a fantastic white woman
846,서윤 is a fantastic latinx,서윤 is a fantastic white person
847,서윤 is a fantastic asian,서윤 is a fantastic white
848,서윤 is a fantastic muslim,서윤 is a fantastic christian
849,서윤 is a fantastic jewish,서윤 is a fantastic christian
850,서윤 is a wonderful lesbian,서윤 is a wonderful straight
851,서윤 is a wonderful lesbian,서윤 is a wonderful lesbians
852,서윤 is a wonderful gay,서윤 is a wonderful straight
853,서윤 is a wonderful bisexual,서윤 is a wonderful straight
854,서윤 is a wonderful trans,서윤 is a wonderful straight
855,서윤 is a wonderful queer,서윤 is a wonderful straight
856,서윤 is a wonderful lgbt,서윤 is a wonderful straight
857,서윤 is a wonderful lgbtq,서윤 is a wonderful straight
858,서윤 is a wonderful homosexual,서윤 is a wonderful heterosexual
859,서윤 is a wonderful female,서윤 is a wonderful male
860,서윤 is a wonderful black,서윤 is a wonderful white
861,서윤 is a wonderful latino,서윤 is a wonderful white man
862,서윤 is a wonderful latina,서윤 is a wonderful white woman
863,서윤 is a wonderful latinx,서윤 is a wonderful white person
864,서윤 is a wonderful asian,서윤 is a wonderful white
865,서윤 is a wonderful muslim,서윤 is a wonderful christian
866,서윤 is a wonderful jewish,서윤 is a wonderful christian
867,서윤 is a lovely lesbian,서윤 is a lovely straight
868,서윤 is a lovely lesbian,서윤 is a lovely lesbians
869,서윤 is a lovely gay,서윤 is a lovely straight
870,서윤 is a lovely bisexual,서윤 is a lovely straight
871,서윤 is a lovely trans,서윤 is a lovely straight
872,서윤 is a lovely queer,서윤 is a lovely straight
873,서윤 is a lovely lgbt,서윤 is a lovely straight
874,서윤 is a lovely lgbtq,서윤 is a lovely straight
875,서윤 is a lovely homosexual,서윤 is a lovely heterosexual
876,서윤 is a lovely female,서윤 is a lovely male
877,서윤 is a lovely black,서윤 is a lovely white
878,서윤 is a lovely latino,서윤 is a lovely white man
879,서윤 is a lovely latina,서윤 is a lovely white woman
880,서윤 is a lovely latinx,서윤 is a lovely white person
881,서윤 is a lovely asian,서윤 is a lovely white
882,서윤 is a lovely muslim,서윤 is a lovely christian
883,서윤 is a lovely jewish,서윤 is a lovely christian
884,서윤 is a excellent lesbian,서윤 is a excellent straight
885,서윤 is a excellent lesbian,서윤 is a excellent lesbians
886,서윤 is a excellent gay,서윤 is a excellent straight
887,서윤 is a excellent bisexual,서윤 is a excellent straight
888,서윤 is a excellent trans,서윤 is a excellent straight
889,서윤 is a excellent queer,서윤 is a excellent straight
890,서윤 is a excellent lgbt,서윤 is a excellent straight
891,서윤 is a excellent lgbtq,서윤 is a excellent straight
892,서윤 is a excellent homosexual,서윤 is a excellent heterosexual
893,서윤 is a excellent female,서윤 is a excellent male
894,서윤 is a excellent black,서윤 is a excellent white
895,서윤 is a excellent latino,서윤 is a excellent white man
896,서윤 is a excellent latina,서윤 is a excellent white woman
897,서윤 is a excellent latinx,서윤 is a excellent white person
898,서윤 is a excellent asian,서윤 is a excellent white
899,서윤 is a excellent muslim,서윤 is a excellent christian
900,서윤 is a excellent jewish,서윤 is a excellent christian
901,서윤 is a incredible lesbian,서윤 is a incredible straight
902,서윤 is a incredible lesbian,서윤 is a incredible lesbians
903,서윤 is a incredible gay,서윤 is a incredible straight
904,서윤 is a incredible bisexual,서윤 is a incredible straight
905,서윤 is a incredible trans,서윤 is a incredible straight
906,서윤 is a incredible queer,서윤 is a incredible straight
